"","B401","B402","B403","B405","B406","B407","B408","B409","B410","B411","B413","B414","B419","B421","B422","B423","B424","B425","B426","B427","B428","B429","B430","B431","B432","B433","B434","B435","B436","B437","B438","B439","B440","B442","B443","B444","B445","B446","B447","B448","B450","B451","B452","B454","B455","B457","B458","B459","B460","B461","B463","B464","B465","B467","B470","B471","B472","B473","B474","B477","B478","B479","B480","B481","B482","B483","B484","B485","B486","B487","B488","B489","B490","B492","B493","B494","B495","B498","B500","NEGCNTRL"
"4c3627954cd23836e13bcb63a1187579",0,0,0,0,0,0,0,0,0,0,0,0,176,0,18,0,0,55,1790,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,480,0,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0
"7c297ccd8495cc846e9b990aaf0a533c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16dbc6f6f1074b62ec1d79e657cf358d",0,53,0,0,611,0,0,0,0,207,0,0,0,0,0,110,0,0,0,0,0,0,55,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,0,0,0,0,0,560,0,0,8,0,0,419,0,228,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"df18ef78a2bbae08cb049551cfeeb203",0,0,0,0,2967,0,0,0,0,46,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,24,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"df086c34692d648926de2b3e9405ed5b",0,0,0,0,0,0,0,91,0,0,0,0,0,52,0,0,0,0,0,1009,358,0,0,0,0,0,0,0,175,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,63,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0
"94dbce495bcd1b1624a3a46cc1cd1dea",0,0,0,0,0,0,521,0,0,0,0,0,107,0,815,0,0,284,60,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,58,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
"681e91a29201b39774db8b3f4c5d878c",0,22,0,0,21,0,0,0,0,69,0,0,0,59,0,79,0,0,0,4,33,0,0,15,0,190,0,0,72,0,0,0,0,0,0,700,0,0,0,0,48,0,0,30,0,0,0,0,47,0,0,44,0,0,48,1197,0,10,0,0,35,0,13,236,0,0,0,27,0,0,0,0,17,0,0,252,0,0,0,0
"41e8295b8007e731b58dc40fdffd3495",0,15,0,0,12,22,0,0,0,0,28,0,62,0,10,120,0,28,140,22,29,64,7,16,0,5,56,66,8,187,0,5,0,22,16,23,0,12,238,0,21,234,0,0,0,13,513,0,0,196,7,21,0,0,42,0,0,0,126,9,34,384,0,77,41,6,142,4,0,108,53,3,0,0,0,0,0,2,0,0
"19419741fcd29b970cb1f56cf1f7f7e3",0,0,0,0,0,0,0,0,0,0,730,346,0,0,0,0,234,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,54,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1025,0,0,0,0,127,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0
"633d78cce94e92f20e4ce8c4610f6fed",0,27,0,6,36,0,0,231,0,37,0,0,180,48,7,113,0,99,72,440,184,0,114,0,0,54,0,148,87,0,0,11,57,0,0,39,24,0,0,0,0,0,0,0,11,0,504,0,31,0,26,0,0,0,48,0,0,0,0,36,213,109,23,29,0,24,0,0,0,0,44,36,5,0,0,35,0,17,0,0
"4154ea5185b9978706e7d7e8fc07539b",0,0,0,0,355,0,0,0,0,0,564,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,0,605,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0
"b0ad4134166cacf94b84a29a3a03c694",0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,4,34,57,0,0,0,0,0,0,35,23,29,0,0,8,0,556,0,5,0,0,0,0,0,0,0,0,20,0,0,1877,0,0,0,0,0,0,0,0,0,0,13,0,0,162,0,0,0,0,0,53,0,0,0,0,0,268,0,0,0,0
"d28434e8254dba99ffbb4aa01e33674a",0,272,22,0,22,0,0,0,0,19,0,0,0,0,0,98,0,0,0,0,0,2,239,281,0,71,0,2,0,0,0,14,99,0,630,0,27,0,0,220,32,0,32,5,0,109,0,0,15,0,46,80,0,0,107,0,0,267,0,0,0,0,12,0,0,28,146,0,0,0,0,82,134,0,0,0,0,19,0,55
"92277fb11eec0dec52019cd0e551d791",0,0,0,0,0,0,476,0,0,0,0,0,74,0,802,0,0,307,50,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,60,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
"82f155c50e3b5b0c57a4dc6d6ca9912b",0,0,0,0,0,0,0,133,0,0,0,0,0,58,0,0,0,0,0,905,303,0,0,0,0,0,0,0,189,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,977,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,69,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0
"119f75dec8d952e5a71ba8562d020493",0,0,0,0,0,0,6,0,0,0,0,0,139,0,16,0,0,99,1741,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,454,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0,0
"03104214f9c06c6520de16bddadbc230",0,0,0,0,0,0,0,0,0,0,2438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ffa93f4d11f482795d4ad6c8501789c7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60bcb180cb1615aec141fca8524d274d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,33,0,0,0,34,0,0,0,0,0,166,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,19,0,0,0,0,0,2787,0,0
"58cba50f1516b15b4a8ed2d79446bd47",0,89,0,0,20,0,0,0,0,40,0,0,0,126,18,145,0,8,0,33,600,196,0,33,0,85,0,0,293,7,95,0,0,36,33,67,0,17,0,18,0,0,0,0,14,42,174,0,13,42,0,9,0,0,327,0,0,22,0,10,196,0,0,110,30,0,67,0,0,63,0,0,9,0,0,25,0,0,0,20
"24ec4b7f0c38b296bf1312e93dbaf550",0,0,0,0,0,0,0,75,0,0,0,0,0,77,0,0,0,5,0,780,242,0,0,0,0,0,0,0,152,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,604,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,64,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"c474e5f5afce97b5da1af6ecb02e63a3",0,3,0,0,0,257,0,0,0,0,92,80,0,0,0,0,243,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,671,0,0,595,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,299,0,0,0,0,0,0,0,0,0,29,589,0,0,0,0,0,0,0,0,0,0
"b61a76cc123e08b9a511d2c229dd0797",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,15,0,0,0,0,0,41,131,0,0,57,7,0,0,49,0,4,45,0,0,30,0,0,0,0,0,258,0,51,8,0,0,0,18,0,0,0,0,0,15,0,43,0,0,0,0,2054,0,0,32,8,3,0,18,0,0,0
"142d765d2fb7e618a646c8371b1d3272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a66672db71afc7f30165454ed700a244",0,183,0,0,0,0,0,10,0,0,440,192,0,20,10,7,103,0,5,17,101,0,0,0,0,0,163,0,46,0,0,0,0,0,0,15,0,0,23,0,0,8,0,0,9,0,81,0,0,0,0,0,0,623,11,0,0,0,43,16,764,0,0,10,0,0,0,0,190,0,0,0,0,0,0,9,0,0,0,0
"248d7882ec9c65ca383b37eab378f234",0,0,0,0,0,0,0,81,0,0,0,0,0,79,0,0,0,0,0,915,293,0,0,0,0,0,0,0,198,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66bba704fe2d62d1d378a1912002b1de",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01eae07c6c6a30755a374f1f370387b8",0,0,0,0,0,0,17,0,0,0,0,0,228,0,65,0,0,1162,125,0,0,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,172,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0
"f1bd90effbe5f4809112127238ee90c5",0,679,293,0,41,4,0,0,0,60,19,28,0,0,0,238,135,0,0,0,0,0,0,0,0,132,98,0,0,0,0,0,0,0,0,0,0,0,158,0,0,29,0,0,0,0,0,0,55,0,0,0,0,21,325,0,0,571,180,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7673db19e0f7b5fd2a494fb0bf3e7580",0,0,0,0,0,0,6,0,0,0,0,0,262,0,83,0,0,972,117,0,0,38,0,0,0,0,0,480,0,35,17,0,0,20,0,0,0,15,0,0,0,0,0,0,250,0,0,0,0,150,0,0,0,0,0,0,0,0,0,326,0,176,0,0,5,0,0,0,0,62,73,0,0,0,0,0,0,0,0,0
"0aa39f0e7e0d7dba7896d0a040441e7d",0,0,0,0,0,0,0,0,0,0,0,0,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06df023630aa67bfacef3854aee214f8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2375,0,0,0,0,0,0,0,0,33,225,0,0,0,108,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,167,0,0,0,0,0,9,0,0
"f270ccc57c84c8e086800c9173bc70c0",8,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,18,285,0,0,41,0,0,63,0,0,22,0,23,6,0,0,12,0,3,0,6,0,0,0,0,0,0,0,0,0,216,0,118,0,0,25,0,0,520,16,0,0,7,0,76,0,0,4,0,0,800,0,49,569,0,0,36,28,0,2,0,77,3
"6d5f2de9ef6ecaff2d9612544ec103ea",0,0,0,0,0,0,15,0,0,0,0,0,30,0,82,0,0,129,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1842a7d3e0b8287b815690ecd93e7d40",0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,927,157,0,0,0,88,0,0,0,0,0,49,0,0,0,0,0,0,0,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,396,0,0,0,0,0,38,0,0
"3b69dc3ea8266fd2f402d40d7ca020b1",0,0,0,0,0,0,0,0,14,0,11,14,0,0,0,0,59,0,0,0,0,744,0,0,0,0,0,0,0,113,395,0,0,149,0,0,0,109,31,0,0,10,0,0,0,0,0,0,0,465,0,0,0,15,0,0,0,0,51,0,0,0,0,0,113,0,0,0,0,710,0,0,0,0,0,0,46,0,0,0
"b736ec411be302f3e6d27dc87b44b17c",0,0,0,0,0,0,0,0,0,0,0,0,3020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a60647506a537c8af5600ea2e4d1fe7a",0,0,0,4,3,0,0,27,0,0,0,0,0,4,0,0,0,0,0,59,14,0,132,0,0,0,0,0,29,0,0,7,249,0,0,14,290,0,0,0,0,0,679,0,0,0,87,3,0,0,41,0,0,0,0,0,0,0,0,0,31,0,0,6,0,1009,0,0,0,0,0,54,0,0,0,0,0,270,0,0
"acfe6b33333c35500bede10713251d26",0,0,0,0,0,0,414,0,0,0,0,0,78,0,728,0,0,291,59,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,80,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
"85454f0cb1a357bc50040235237bcad1",0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,82,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,574,0,843,0,0,0,0,324,0,0,0,0
"cc85a903d5decff4d15fda6073e8dd70",0,0,0,0,0,0,0,105,0,0,0,0,0,70,0,0,0,0,0,904,278,0,0,0,0,0,0,0,168,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,915,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,62,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
"15d8ef1960f300b80c57cd82844f4f72",0,175,17,0,20,0,19,0,16,16,0,0,30,0,100,35,0,117,22,0,0,0,0,45,0,29,0,66,0,21,0,0,0,0,20,0,0,0,0,8,118,0,0,64,1298,12,0,0,12,20,0,133,0,0,68,0,0,177,0,163,0,0,9,0,0,0,7,0,0,12,21,0,96,0,0,0,0,0,0,10
"15abad02400513e5d67438b452adaf17",0,0,0,0,0,0,0,85,0,0,0,0,0,93,0,0,0,0,0,970,282,0,0,0,0,0,0,0,148,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,826,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,61,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0
"649495ef72a492634ee73efcde1fb587",0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,9,256,0,0,0,268,0,0,0,0,0,669,0,0,0,0,0,48,0,53,0,0,0,0,0,0,0,0,0,0,0,55,0,0,930,0,0,0,0,0,64,0,0,0,0,0,276,0,0
"da8a8093c432962a12aa7be7a21742f8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,83,0,0,0,0,0,0,0,57,97,0,99,0,43,0,0,128,15,0,45,0,0,781,0,10,0,0,170,33,0,0,0,0,0,0,0,0,0,0,0,0,0,32,408,0,0,0,0,291,29,0,0,0,0,0,0,415
"07ca12feb2f0e3084b046aff87870332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,2624,0,0
"ec5c8223603c1d6b17c285ba6cd4c88f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eea55e85f974be501a4ddb5475444855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2445,0,0
"9e104554b4b4d7a26ff06e7a54eed124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06c250c2573cf5e5647f677b6a8dc3ad",0,0,0,0,2347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,33,26,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0
"6cff6980bf145ce1c91e6860d5588cc1",0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,779,177,0,0,0,76,0,0,0,0,0,46,0,0,0,0,0,0,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,395,0,0,0,0,0,37,0,0
"bf2e0180665708bc96bbd16351b583df",0,0,0,0,0,0,0,86,0,0,0,0,0,73,0,0,0,0,0,779,281,0,0,0,0,0,0,0,174,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,930,0,0,0,0,0,0,0,43,0,0,0,0,0,384,0,0,52,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0
"1c6cbe6a709d927a6c31104ae2cdeab3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,87,838,0,0,148,0,45,0,0,0,0,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,379,11,0,0,0,0,0,28
"6a8b0c5b640e70e6672394cbacaa8985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2848e526dfe48c264acbba3f7c00ff9d",0,0,0,0,0,0,0,118,0,0,0,0,0,68,0,0,0,0,0,833,297,0,0,0,0,0,0,0,157,0,0,0,0,0,0,63,0,0,3,0,0,0,0,0,0,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0,54,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0
"4490dd04d81a6466b84ad26fc8d6b55e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fc515058f5141002ea48ae8d80e13b11",0,12,3,36,0,0,0,0,0,5,0,0,0,12,0,18,0,0,0,0,19,0,249,0,52,11,0,0,12,0,0,446,135,0,0,193,52,0,0,0,0,0,59,0,0,0,10,26,6,0,706,0,60,0,16,0,0,2,0,0,11,0,3,65,0,62,0,0,0,0,0,334,0,25,92,76,0,35,0,0
"853744c745e36a12011dad3d06521d8b",0,0,0,0,0,0,25,0,0,0,0,0,53,0,159,0,0,263,45,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,59,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
"616cbf8609cb64915e85d294a80c1594",0,0,0,0,0,0,0,65,0,0,0,0,0,71,0,0,0,0,0,875,274,0,0,0,0,0,0,0,153,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,893,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,61,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
"5d0cda5e74c3009a8a62675715acb4a5",34,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,45,0,0,0,0,363,0,0,106,0,51,0,0,31,220,0,0,73,0,0,0,58,39,0,0,17,0,0,0,0,0,0,0,112,0,0,254,7,0,0,125,0,90,0,0,0,0,0,63,0,0,0,0,150,0,0,0,761,191,0,18,0,0,0
"231cf887c43d67f46a452bf50b3d4f28",0,0,0,0,0,0,0,342,0,0,0,0,0,81,0,0,0,0,0,667,296,0,0,0,0,0,0,0,180,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,71,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
"6e16e3ccc6fba583b064d83c4b0fd688",0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,50,0,0,0,0,0,0,0,65,0,0,0,0,0,30,635,0,0,10,0,78,10,0,85,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,69,0,0,1413,0,0,0,0
"feafd30cb37f98244eba4edad28abd1d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1469,0,0,0,0,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1b74cb6b28a552efa4ff7cedc471dbfe",0,0,0,0,9,0,0,0,0,0,6,0,18,23,0,0,0,0,109,0,19,27,0,9,0,0,0,15,21,0,45,0,0,64,0,276,0,567,0,0,0,0,0,0,0,63,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,44,0,61,196,0,17,0,0,32,313,0,0,0,0,537,206,0,0,132
"b4839dbd793860b94c52e144afe55d7b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0efeecf960f651bc20c309dd0c67b221",0,0,0,0,0,0,10,0,0,0,0,0,27,0,87,0,0,142,14,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"a9dbb0faf8bf368d825ddcddc93eab83",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,80,28,0,0,12,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,141,0,0,0,0,0,0,10,0,0,0
"b002f48544674483d3e8dcc545e4db5c",0,2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60a6082f091ebad45974030a02fa04ca",0,0,0,0,2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f24188b609a8f2833480c8b3ddf2591e",3,0,0,0,0,0,0,3,0,0,0,0,0,282,0,0,0,0,0,33,409,0,0,0,31,0,0,0,874,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,116,21,0,0,0,0,45,0,0,10,0,0,0,0,158,0,0,271,0,0,0,6,0,0,0,0,0,42,147,92,0,0,29,0
"574635b19cefa2905053ab7f2e57746c",0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,61,0,0,0,0,0,0,0,95,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,228,0,0,0,0,0,0,0,0,0,0,0,1529,0,0,0,0
"56ed6569a8b5d66235cd518d3b00b934",0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,20,0,0,11,23,0,95,12,0,0,13,0,12,0,0,9,168,0,6,8,185,0,12,5,36,6,607,10,0,0,74,0,0,0,26,8,4,6,0,0,3,0,46,0,38,0,0,0,0,590,3,3,0,0,0,50,8,4,22,6,0,624,0,19
"29cdb4e247737b6dc9db3f1810a59594",0,0,0,0,0,0,0,0,0,83,0,0,0,0,35,0,81,50,0,0,0,66,0,46,0,53,0,0,0,0,224,0,78,58,0,0,0,0,82,57,0,0,0,0,106,0,0,0,60,67,89,323,242,0,0,0,0,0,199,258,43,0,0,0,0,0,37,0,0,170,0,0,38,88,0,0,148,0,0,0
"8a9ca9d8cadfa039e2adea3e2d7634a6",0,0,0,0,0,0,18,0,0,0,0,0,0,89,86,0,0,113,24,0,34,0,0,0,0,0,0,62,49,0,0,0,0,0,0,699,0,0,0,0,0,0,0,0,872,0,10,0,0,0,0,0,0,0,0,0,0,0,0,179,23,0,0,211,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0
