Feature ID	Taxon	Confidence
0fff7d99e1ef466783f3c5bdbea16de9	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H_857956; s__Bacteroides_H_857956 stercoris	0.9998105801886646
daa85b0209960719e31cc4171ba6d60c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Prevotella; s__Prevotella corporis	0.9999944566995844
b85aa4e74045547c0f69149fa0b43b9f	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium minutissimum	0.7341099551392768
2a5ab921572961060e1b9f381a8bfc06	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter saccharivorans	0.9990649236028977
48c8892fd92637e3f0c146d2afcec4d6	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827; g__Sphingobium_A_485959; s__Sphingobium_A_485959 limneticum	0.8474874342241105
f2421528d0e1a67127be37f3dfcf8435	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus sanguinis_H	0.9362901210676507
a74912b1f7608b2ea21cd455b6c4b8bf	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__; s__	0.9993182579912182
43c0e75d6ddbb2a4a636bf2d28e3ce0b	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__FB2012; s__FB2012 sp900604945	0.9873537196049837
e556742ced423aa126386827f4222357	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium	0.9999988721195437
dc21f1dea835c64d50ef8654231d96b3	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales_A_650611; f__Pseudomonadaceae; g__Azotobacter_648166; s__Azotobacter bryophylli	0.9889512365615916
9d3284dcdb400861bbc0acc930a271d3	d__Bacteria	0.9322031317270177
5265578b5970fefac4acc9cb69e84390	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Micrococcaceae; g__Kocuria	0.9723793231819864
82d817be348e57d2f0420fbbfc0db7cd	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	0.9985832596446883
129597e93006c99ac8994fc4fa1e18ef	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Tissierellales; f__Peptoniphilaceae; g__Anaerococcus	0.9999999999974936
ebc00dd044baf61f3ae4bd4e89d1b08e	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Pasteurellaceae; g__Haemophilus_D_735815	0.9984078479169661
cd0fe070e3cd05613fe1d8f70da70dfd	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria_563205	0.9998436218798123
b5ef0c0183513a35607051029910d205	d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__Paraeggerthella; s__Paraeggerthella hominis	0.9113306521920176
